id,name,note,nbr_avis,type,quartier,prix
14,G&M ORIENT EXPRESS,None,None,Restauration rapide – À domicile,75009,None
15,MINORI,None,None,Restauration rapide – À domicile,75004,None
16,Les Délices Du Kashmir Montparnasse,None,None,Restaurant indien,75014,None
17,JASMIN LES GOURMANDS DE L'ILE,None,None,Restauration rapide – À domicile,75004,None
18,Crêperie A l'Ouest,None,None,None,75007,None
19,Sarl omkar kn,None,None,None,75010,None
20,LE CANARD PEKINOIS,None,None,Restauration rapide – À domicile,75003,None
21,JAV PAIN D'EPICES,None,None,Restauration rapide – À domicile,75004,None
22,NEMS SENTEURS D ASIE,None,None,Restauration rapide – À domicile,75001,None
23,CARTHAGE ANDIAMO PIZZA,None,None,Restauration rapide – À domicile,75015,None
24,Restaurant Libanais Janna,None,None,Restaurant libanais,75017,None
25,RE HEL BEGGEL TOAST,None,None,Restauration rapide – À domicile,75011,None
26,LA FRANCO LIBANAISE DE GASTRONOMIE AUX SAVEURS DU LIBAN,None,None,Restauration rapide – À domicile,75019,None
27,ZAEKA ZAEKA,None,None,Restauration rapide – À domicile,75015,None
28,Valentine,None,None,Cuisine d'Afrique,75020,None
29,HARLEM MARMARA,None,None,Restauration rapide – À domicile,75010,None
30,DINH ET PAT,None,None,Restauration rapide – À domicile,75018,None
31,TIKANO TIKANO,None,None,Restauration rapide – À domicile,75014,None
32,Konfidentiel Hotel,None,None,Hôtel,75001,None
33,SARL JDR,None,None,Restauration rapide – À domicile,75018,None
34,SUSHI PRINTEMPS YAMADAYA,None,None,Restauration rapide – À domicile,75009,None
35,Sur Mesure par Thierry Marx,None,None,Cuisine française,75001,None
36,SARL A2NJ,None,None,Restauration rapide – À domicile,75012,None
37,D JAWA D'JAWA,None,None,Restauration rapide – À domicile,75008,None
38,ITAL PRIMA ITAGLIA,None,None,Restauration rapide – À domicile,75003,None
39,LES AMANDIERS CAPPUCCINO RESTAURANT,None,None,Restauration rapide – À domicile,75020,None
40,THAI DELICES AMPERE,None,None,Restauration rapide – À domicile,75017,None
41,EME SUSHI ID FUN SUSHI,None,None,Restauration rapide – À domicile,75011,None
42,KYD KYD,None,None,Restauration rapide – À domicile,75010,None
43,MSL IL GOLOSONE,None,None,Restauration rapide – À domicile,75005,None
44,SARL DU BOUT DES DOIGTS DU BOUT DES DOIGTS,None,None,Restauration rapide – À domicile,75002,None
45,[email protected] GREEN TEA HOUSE,None,None,Restauration rapide – À domicile,75008,None
46,HOKKAIDO YAMMY HOKKAIDO,None,None,Restauration rapide – À domicile,75116,None
47,PARIS CAFE,None,None,Restauration rapide – À domicile,75010,None
48,DU JARDIN PYRENEES KEBAB,None,None,Restauration rapide – À domicile,75019,None
49,SARL SCUSI,None,None,Restauration rapide – À domicile,75009,None
0,ALEXANDRE,None,None,Restauration rapide – À domicile,75001,None
1,SARL SUSHIS MASSENA SUSHIS MASSENA,None,None,Restauration rapide – À domicile,75013,None
2,SAVEUR D OR,None,None,Restauration rapide – À domicile,75009,None
3,HOLLY FOOD PIZZA PLANETE PIZZA,None,None,Restauration rapide – À domicile,75013,None
4,KINLOR SUSHI SAM SUSHI,None,None,Restauration rapide – À domicile,75116,None
5,LA BOHEMIENNE LA BOH MIENNE,None,None,Restauration rapide – À domicile,75018,None
6,PRESTIGE RESTAURATION,None,None,Restauration rapide – À domicile,75017,None
7,NTT KLEBER,None,None,Restauration rapide – À domicile,75116,None
8,SNACK DU CHATELET,None,None,Restauration rapide – À domicile,75001,None
9,HOKI 12 HOKI SUSHI,None,None,Restauration rapide – À domicile,75012,None
10,CHIKA CHIKA SUSHI,None,None,Restauration rapide – À domicile,75013,None
11,LA FERME BRASSERIE PINQUIER,None,None,Restauration rapide – À domicile,75010,None
12,LE DAMIER GOURMAND,None,None,Restauration rapide – À domicile,75015,None
13,SANDWICH CAFE SANDWICH CAFE,None,None,Restauration rapide – À domicile,75013,None
14,BE BOP 10EME HOLLYWOOD CANTEEN,None,None,Restauration rapide – À domicile,75010,None
15,DAUPHIN AUX DELICES DU COLISEE,None,None,Restauration rapide – À domicile,75008,None
16,PAPRIKA PAPRIKA,None,None,Restauration rapide – À domicile,75008,None
17,LB VB LE PANIER VOLANT,None,None,Restauration rapide – À domicile,75009,None
18,TANG OPERA TANG OPERA,None,None,Restauration rapide – À domicile,75002,None
19,CINDY TOKYOYAKI,None,None,Restauration rapide – À domicile,75014,None
20,KYOTO,None,None,Restauration rapide – À domicile,75016,None
21,G.G. ITALIA SESTO SENSO,None,None,Restauration rapide – À domicile,75010,None
22,LA GOURMANDISE,None,None,Restauration rapide – À domicile,75019,None
23,MULLER EXPRESS,None,None,Restauration rapide – À domicile,75018,None
24,CRISCOM CRISCOM,None,None,Restauration rapide – À domicile,75009,None
25,NOODLE,None,None,Restauration rapide – À domicile,75002,None
26,RIVER SERVICES,None,None,Restauration rapide – À domicile,75004,None
27,A.M.F.P. AL GUSTO DELLA PASTA,None,None,Restauration rapide – À domicile,75015,None
28,SNOUBRA,None,None,Restauration rapide – À domicile,75116,None
29,TURQUOISE,None,None,Restauration rapide – À domicile,75014,None
30,SPR SARL SOCIETE DE PANIFICATION RAPID NEW CROQ CHO,None,None,Restauration rapide – À domicile,75003,None
31,Ichii-Yooki,None,None,None,75008,None
32,Le Relais Du 15eme,None,None,Restaurant italien et pizzeria,75015,None
33,Chez Pippo,None,None,Restaurant italien et pizzeria,75007,None
34,Swadee,None,None,None,75017,None
35,Navy Pub,None,None,Pub,75008,None
36,Treizieme Sens,None,None,None,75013,None
37,Le Petit Villiers Chez Fred,None,None,None,75017,None
38,L'Atypic,None,None,None,75015,None
39,Leon de Bruxelles,None,None,None,75017,None
40,Leon de Bruxelles,None,None,None,75009,None
41,Leon de Bruxelles,None,None,None,75006,None
42,Restaurant Le Bois,None,None,None,75016,None
43,Dizengoff,None,None,Sur place – À emporter,75017,None
44,Le Moghol,None,None,None,75009,None
45,Bagel Dream,None,None,None,75009,None
46,CHEVALERET EXPRESS MOLTO GUSTO,None,None,Restauration rapide – À domicile,75013,None
47,RMS PREGO LE FIORI,None,None,Restauration rapide – À domicile,75015,None
48,NINO PIZZA BEZZANINO,None,None,Restauration rapide – À domicile,75017,None
49,MARCOBRY,None,None,Restauration rapide – À domicile,75012,None
0,HOKKAIDO HOKKAIDO,None,None,Restauration rapide – À domicile,75010,None
1,BEYRIS LA SALLE A MANGER,None,None,Restauration rapide – À domicile,75001,None
2,COCAGNE DU LIBAN,None,None,Restauration rapide – À domicile,75013,None
3,SUSHI FUJI,None,None,Restauration rapide – À domicile,75002,None
4,NAVEL,None,None,Restauration rapide – À domicile,75018,None
5,SUSHI SAKE,None,None,Restauration rapide – À domicile,75010,None
6,BIOSUSHI DELICES ASIA -,None,None,Restauration rapide – À domicile,75014,None
7,DIVELA PIZZA DELIZIA,None,None,Restauration rapide – À domicile,75010,None
8,CHILAM,None,None,None,75004,None
9,Délicieux Montmartre,None,None,None,75009,None
10,CHEZ BETO CHEZ BETO,None,None,Restauration rapide – À domicile,75003,None
11,SAM SUSHI,None,None,Restauration rapide – À domicile,75008,None
12,Le Florès,None,None,Pub,75007,None
13,L ESCALE DU SUD SOLEIL D'OR,None,None,Restauration rapide – À domicile,75017,None
14,TRAITEUR BEYROUTH,None,None,Restauration rapide – À domicile,75004,None
15,REST SALON THE CHEZ MARINE,None,None,Restauration rapide – À domicile,75116,None
16,DOHAN,None,None,Restauration rapide – À domicile,75020,None
17,TOSCANA,None,None,Restauration rapide – À domicile,75007,None
18,LOS MEXICANOS,None,None,Restauration rapide – À domicile,75009,None
19,MVLD LE SAINT DIDIER,None,None,Restauration rapide – À domicile,75116,None
20,Bistro des Champs,None,None,Cuisine française,75008,None
21,RESTAURANT RAYAN,None,None,Restauration rapide – À domicile,75012,None
22,Camélia,None,None,Cuisine française,75001,None
23,Delice De Condorcet,None,None,None,75009,None
24,PASSY MANDARIN,None,None,Restauration rapide – À domicile,75016,None
25,QIAN & JIN FUKUOKA,None,None,Restauration rapide – À domicile,75008,None
26,MAI LAM SAIGON,None,None,Restauration rapide – À domicile,75013,None
27,LEEJIN AMO,None,None,Restauration rapide – À domicile,75015,None
28,Blossom,None,None,Cuisine française,75008,None
29,Grand Café Capucines,None,None,Cuisine française,75009,None
30,Ladurée,None,None,Boulangerie,75008,None
31,CIEL DE PARIS,5/5,3,Cuisine française,75015,€€
32,CASA DAGUSTO,5/5,2,Restaurant colombien,75014,€€
33,CHEZ MAXENCE,"4,8/5",4,Crêperie,75017,€€
34,L'ABYSSE,5/5,2,Restaurant japonais,75008,€€
35,PLEINE TERRE,5/5,2,Gastronomique,75116,€€
36,"RESTAURANT (À EMPORTER, SUR PLACE, LIVRAISON)",5/5,1,Burger,75011,€€
37,MAISON SEN,5/5,1,Restaurant vietnamien,75005,€€
38,LE WILL'S,5/5,1,Cuisine française,75002,€€
39,SALENTO MONTMARTRE,5/5,1,Spécialités,75009,€€
40,O FIL ROUGE,5/5,1,Cuisine française,75015,€€
41,LA TABLE DES GOURMETS,5/5,1,Cuisine française,75004,€€
42,PIZZERIA VALPONI,5/5,1,Spécialités,75002,€€
43,CÔTÉ SUSHI MARCEAU,5/5,1,Sushi,75010,€€
44,BAAM SOMPONG THAI TRADITION,5/5,1,Restaurant thaïlandais,75002,€€
45,KIOTORI,5/5,1,Restaurant japonais,75006,€€
46,THEORY,5/5,1,Burger,75003,€€
47,BACCO,5/5,1,Restaurant italien et pizzeria,75015,€€
48,THE GRILL ROOM,5/5,1,Cuisine française,75008,€€
49,HABESHA,5/5,1,Restaurant éthiopien,75015,€€
0,RURAL BY MARC VERAT,5/5,1,Bistronomie,75010,€€
1,NOUS OBERKAMPF,5/5,1,None,75011,€€
2,NARRO,5/5,1,Bistronomie,75005,€€
3,TIFINAGH,5/5,1,Bistrot – Brasserie,75018,€€
4,VILLA DU MUSEE 196,"4,5/5",2,Cuisine française,75001,€€
5,PIZZA WAWA,"4,5/5",2,Restaurant italien et pizzeria,75001,€€
6,FLAM'S GRANDS BOULEVARDS,"4,5/5",2,Restaurant alsacien,75002,€€
7,ROMITA,"4,5/5",2,Spécialités,75010,€€
8,COFFEE CREPES,"4,5/5",2,Crêperie,75001,€€
9,LUZ VERDE,"4,5/5",2,Cuisines du monde,75009,€€
10,VIN ET MARÉE,"4,3/5",3,Cuisine française,75014,€€
11,FLAM'S MONTPARNASSE,4/5,3,Restaurant alsacien,75015,€€
12,LE PETIT LAOTIEN,"3,8/5",4,None,75014,€€
13,TERRA NERA,4/5,2,Cuisine d'Europe,75005,€€
14,CAFÉ CHASTEL,4/5,2,Bistrot – Brasserie,75015,€
15,LA GAUFRERIE,4/5,2,Restaurant insolite,75010,€€
16,CAFÉ GAITÉ,4/5,2,Bistrot – Brasserie,75014,€€
17,PIETRO PIZZA PASTA,"3,8/5",4,Restaurant italien et pizzeria,75015,€€
18,ORCHID THAI,4/5,2,Restaurant thaïlandais,75012,€€
19,PIADINERIA,4/5,1,Restaurant italien et pizzeria,75011,€€
20,BIBIMCUP,4/5,1,Restaurant coréen,75011,€€
21,IL QUADRIFOGLIO,4/5,1,Restaurant italien et pizzeria,75004,€€
22,BORNÉO À À PARIS,4/5,1,Cuisine d'Asie,75015,€€
23,CRÊPERIE SUZETTE,4/5,1,Crêperie,75003,€€
24,LA SOUMMAN,4/5,1,Cuisines du monde,75005,€€
25,RESTAURANT ZACHUKA,4/5,1,Restaurant tibétain – népalais,75017,€€
26,DROGUERIA,4/5,1,Spécialités,75003,€€
27,GALETTE CAFÉ,4/5,1,Bistrot – Brasserie,75007,€€
28,A CASALUNA,4/5,1,None,75001,€€
29,BAR LOUNGE UNIQ LOUNGE,4/5,1,Bistrot – Brasserie,75004,€€
30,MAGOKORO,4/5,1,Restaurant japonais,75009,€€
31,PALACE CAFÉ,4/5,1,Cuisine internationale – Fusion,75018,€€
32,VIRAGE LEPIC,4/5,1,Bistrot – Brasserie,75018,€€
33,RESTAURANT LE GAIGNE,4/5,1,Cuisine française,75010,€€
34,AU ROCHER DE CANCALE,4/5,1,Cuisine française,75002,€€
35,ROY'S PUB RESTAURANT,4/5,1,Bistrot – Brasserie,75009,€€
36,CHEZ PAPA 15,4/5,1,Cuisine française,75015,€€
37,AMALFI,4/5,1,Restaurant italien et pizzeria,75017,€€
38,LES PIEDS SOUS LA TABLE,4/5,1,Cuisine française,75013,€
39,RESTAURANT IL CASTELLO,4/5,1,Restaurant italien et pizzeria,75005,€€
40,LE COMPTOIR DES PETITS CHAMPS,4/5,1,Cuisine française,75001,€€
41,SIEMREP,4/5,1,Restaurant coréen,75011,€€
42,NIRVANA - INDE,4/5,1,Restaurant indien,75008,€€
43,PAPELLI,4/5,1,Restaurant italien et pizzeria,75010,€€
44,NEELKANTH,4/5,1,Restaurant indien,75020,€€
45,L'ATELIER DES GUILLEMITES,4/5,1,Bistrot – Brasserie,75004,€€
46,VIN MAREE,4/5,1,None,75016,€€
47,AUX DÉS CALÉS,4/5,1,Bistrot – Brasserie,75017,€€
48,HEMARU,4/5,1,Restaurant coréen,75010,€€
49,MONTS ET RIZIÈRES,4/5,1,Traiteur asiatique,75010,€€
0,CHEZ CYRILLE,4/5,1,Pizzas,75018,€€
1,JAPOHAWAI,4/5,1,None,75006,€€
2,L'INSOUMISE,4/5,1,Cuisine française,75015,€€
3,LA CANTINE DE DAUMESNIL,4/5,1,Bistrot – Brasserie,75012,€€
4,DAROCK,4/5,1,None,75020,€€
5,L'ENVIGNE,4/5,1,Bistrot – Brasserie,75008,€€
6,VISCONTI,4/5,1,Restaurant italien et pizzeria,75008,€€
7,LE THAI PANTHONG,4/5,1,Restaurant thaïlandais,75014,€€
8,DAI DAI,4/5,1,Restaurant italien et pizzeria,75010,€€
9,LE CAFE DUMAS,4/5,1,Cuisine française,75017,€€
10,SHISO BURGER PARIS,4/5,1,Restaurant japonais,75010,€€
11,CHEZ ANN PARADIS,4/5,1,None,75010,€€
12,HARA KIRI RAMEN,None,None,Restaurant japonais,75010,€€
13,BIEN FICELÉ,None,None,Bistronomie,75011,€€
14,LE SEGRETO,None,None,Restaurant bio,75002,€€
15,L'ALLER RETOUR OBERKAMPF,None,None,Restaurant de viandes,75011,€€
16,JOSEPH & RAYMOND,None,None,Restaurant niçois,75010,€€
17,SHIRO,None,None,Restaurant japonais,75006,€€
18,GALBAR,None,None,Crêperie,75010,€€
19,LAÏA,None,None,None,75011,€€
20,ANITA,None,None,Restaurant italien et pizzeria,75016,€€
21,RESTAURANT AYAO,None,None,Restaurant chinois,75009,€€
22,TO RESTAURANT,None,None,Restaurant japonais,75010,€€
23,MINISTRY OF SPICE,None,None,Restaurant indien,75007,€€
24,FOOD N MOOD,None,None,Restaurant américain,75011,€€
25,LE FORTY ONE,None,None,Bistrot – Brasserie,75016,€€
26,ARTY LE RESTAURANT,None,None,Restaurant de viandes,75002,€€
27,GIRASOLE,"3,5/5",2,Cuisine d'Europe,75005,€€
28,LAO DOUANG CHAN,"3,5/5",2,Restaurant laotien,75013,€€
29,LA P'TITE CUISINE,"3,5/5",2,Bistrot – Brasserie,75017,€€
30,AU PORT DU SALUT,"3,5/5",2,Cuisine française,75005,€€
31,ANATA,"3,3/5",3,Cuisine d'Asie,75015,€€
32,RESTAURANT  LA PORTE MONTMARTRE,"3,3/5",3,None,75002,€€
33,CREPERIE ST MMLO,"3,3/5",3,Crêperie,75014,€€
34,FLAM'S COLISÉE,3/5,2,Restaurant alsacien,75008,€€
35,CHEZ MEILING,3/5,1,None,75008,€€
36,BRASSERIE DE LA PLACE,3/5,1,Bistrot – Brasserie,75017,€€
37,LE BUCI,3/5,1,None,75006,€€
38,RESTAURANT LE MARQUIS,3/5,1,Cuisine française,75012,€€
39,LE PETIT SOMMELIER,3/5,1,Cuisine française,75014,€€
40,LA PLACE,3/5,1,Bistrot – Brasserie,75015,€€
41,LA NOUVELLE ETOILE,3/5,1,Bistrot – Brasserie,75020,€€
42,L'USINE DE CHARONNE,3/5,1,Bistrot – Brasserie,75020,€€
43,ATELIER ANNAM,"2,5/5",2,None,75012,€€
44,LEON,"2,5/5",2,Restaurant fruits de mer – Poissons,75009,€€
45,MÉKONG - RESTAURANT RAPIDE - SPÉCIALITÉS THAÏ-INDOCHINE,"2,5/5",2,Sur place – À emporter,75010,€€
46,LA TABLE MAROCAINE,2/5,1,Restaurant marocain,75015,€€
47,LE PETIT MARGERY,"1,3/5",3,Cuisine française,75013,€€
48,JF RESTAURANT,1/5,1,None,75017,€€
49,BISTRO COLONIAL,1/5,1,Restaurant mauricien,75011,€€
0,LHOTSE,1/5,1,Cuisine internationale – Fusion,75008,€€
1,MANGEAVER,1/5,1,Bistrot – Brasserie,75015,€€
2,O 212,1/5,1,None,75010,€€
3,BONGA,None,None,None,75012,€€
4,TOLOACHE,None,None,None,75018,€€
5,LA CROISIÈRE DE PARIS - LE DÎNER FESTIF,None,None,Gastronomique,75013,€€
6,LE BOSSU,None,None,Bistrot – Brasserie,75004,€€
7,LE PETIT NICOLI,None,None,None,75010,€€
8,TAJ MAHAL,None,None,None,75007,€€
9,SARL ALIJO,None,None,Bistrot – Brasserie,75008,€€
10,ZICATELA REX- RESTAURANT MEXICAIN,None,None,None,75002,€€
11,L'INSTANT BY LE PARIS,None,None,None,75016,€€
12,TAMADA,None,None,Restaurant géorgien,75005,€€
13,LA BOHÈME DU TERTRE,None,None,None,75018,€€
14,OMBELINE CHOUPIN,None,None,None,75004,€€
15,OPLATO,None,None,Cuisine française,75011,€€
16,PADTHAI,None,None,Restaurant thaïlandais,75017,€€
17,PIZZA OSKIAN,None,None,Restaurant italien et pizzeria,75001,€€
18,MARIE WITH SHIRLEY,None,None,Bistrot – Brasserie,75017,€€
19,SARL VAK'I,None,None,Restaurant italien et pizzeria,75018,€€
20,CAFÉ ODESSA,None,None,Bistrot – Brasserie,75014,€€
21,THAI AT HOME 1,None,None,Restaurant thaïlandais,75001,€€
22,SHEGER,None,None,Restaurant éthiopien,75011,€€
23,LE SÈVRES RASPAIL,None,None,Bistrot – Brasserie,75007,€€
24,TUTTI AMICI,None,None,Restaurant italien et pizzeria,75001,€€
25,RESTAURANT AG,None,None,Cuisine française,75006,€€
26,BON MANGE CREOLE,None,None,Sur place – À emporter,75017,€€
27,LE MARQUIS,None,None,Cuisine française,75012,€€
28,RESTAURANT L'INITIAL,None,None,Cuisine française,75008,€€
29,AO IZAKAYA,None,None,Restaurant japonais,75009,€€
30,CHEZ NOUS² S.A.S.,None,None,Cuisine française,75015,€€
31,CHEZ LOULOU,None,None,Bistrot – Brasserie,75014,€€
32,JAK (ENSEIGNE BISTRO V),None,None,Cuisine française,75005,€€
33,GERICORP SARL - ENSEIGNE : G.IV,None,None,None,75002,€€
34,KANOUN FORTUNA SAS,None,None,Cuisine méditerranéenne,75011,€€
35,LE CERCLE ROUGE,None,None,Cuisine française,75017,€€
36,LE VILLAGE,None,None,Bistrot – Brasserie,75015,€€
37,RIO DEL VIN,None,None,Bistrot – Brasserie,75003,€€
38,CREPERIE LA SABLIERE,None,None,None,75014,€€
39,GOLDENCHANGELESULTAN,None,None,Restaurant libanais,75011,€€
40,SARL JOSFL,None,None,Cuisine française,75014,€€
41,ZITI PIZZA,None,None,Restaurant italien et pizzeria,None,€€
42,YOKI SUSHI,None,None,Restaurant japonais,75009,€€
43,RESTAURANT ICOSIUM,None,None,Restaurant algérien,75014,€€
44,EAT GREEN,None,None,Cuisine internationale – Fusion,75010,€€
45,BB BLANCHE,None,None,Gastronomique,75009,€€
46,LES POLISSONNES,None,None,None,75010,€€
47,EARTH'S KITCHEN,None,None,Restaurant espagnol,75002,€€
48,CEVICHERIA BON BON,None,None,Restaurant péruvien,75013,€€
49,FRENCH AMERICAN BAKERY SAS,None,None,Cuisines du monde,75010,€€
0,RESTAURANT LE SENS UNIQUE,None,None,Cuisine française,75008,€€
1,LE PETIT QUINZE - LIONEL FLURY,None,None,Bistrot – Brasserie,75015,€€
2,BRACCIALI,None,None,None,75020,€€
3,LES MANDIBULES,None,None,Bistrot – Brasserie,75011,€€
4,SARL JDO,None,None,None,75001,€€
5,YOBO,None,None,Restaurant coréen,75013,€€
6,CAFÉ KLÉBER,None,None,Bistrot – Brasserie,75016,€€
7,MICHAEL FOX,None,None,Cuisine française,75004,€€
8,CINECITTA MONTMARTRE,None,None,Restaurant italien et pizzeria,75018,€€
9,DABBAWALAS,None,None,None,75017,€€
10,FAMILLE TAN,None,None,Restaurant vietnamien,75011,None
11,BRASSERIE LE SAINT FERDINAND,None,None,Bistrot – Brasserie,75017,€€
12,LA PIOLA SASU,None,None,Cuisine d'Europe,75013,€€
13,LE CAVEAU DE L ISLE,None,None,Gastronomique,75004,€€
14,CHEZ RAMI,None,None,None,75014,€€
15,L'ATELIER 102,None,None,Bistrot – Brasserie,75014,€€
16,LE RESTO,None,None,Cuisine française,75005,€€
17,ROJIJOITY,None,None,None,75012,€€
18,LETOILEDELEST,None,None,Gastronomique,75010,€€
19,LES CROCS,None,None,Restaurant italien et pizzeria,75012,€€
20,NOUS VALMY,None,None,Cuisine méditerranéenne,75010,€€
21,NOUS CHATEAUDUN,None,None,Cuisine méditerranéenne,75009,€€
22,NOUS JEUNEURS,None,None,None,75002,€€
23,PANDASIA,None,None,Restaurant végétalien,75001,€€
24,LES SALTIMBANQUES,None,None,Cuisine française,75011,€€
25,INDIAN NEPALI SWAD,None,None,Restaurant indien,75015,€€
26,SAS GAC,None,None,None,75012,€€
27,LES FABLES DE LA FONTAINE,None,None,None,75007,€€
28,LE CAFE SIAM,None,None,Bistrot – Brasserie,75005,€€
29,LE JULES VERNE,5/5,3,Gastronomique,75007,€€
30,NANINA,5/5,1,Restaurant italien et pizzeria,75011,€€
31,VEG'ART,5/5,1,Restaurant végétarien,75011,€€
32,LA RECYCLERIE,5/5,1,Cuisine française,75018,€
33,LE GRAND QUARTIER,5/5,1,Cuisine française,75010,€€
34,LA CONTRESCARPE,5/5,1,Cuisine française,75005,€€
35,BANGKOK EXPRESS,5/5,1,Restaurant thaïlandais,75015,€€
